,Date,Month,Year,Unemployment,Unemployment_Norm,Unemployment_Norm_Diff,Unemployment_Norm_Diff_lag_1,Unemployment_Norm_Diff_lag_2,Unemployment_Norm_Diff_lag_3,Unemployment_Norm_Diff_lag_4,Unemployment_Norm_Diff_lag_5,Unemployment_Norm_Diff_lag_6,Unemployment_Norm_Diff_lag_7,Unemployment_Norm_Diff_lag_8,Unemployment_Norm_Diff_lag_9,Unemployment_Norm_Diff_lag_10,Unemployment_Norm_Diff_lag_11,Unemployment_Norm_Diff_lag_12
96,2022-03-01,3,2022,3.8,-1.2309525242271022,0.0419224351322649,-0.0419224351322649,-0.08384487026453025,0.0,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025,0.0,0.0
97,2022-04-01,4,2022,3.8,-1.2309525242271022,0.0,0.0419224351322649,-0.0419224351322649,-0.08384487026453025,0.0,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025,0.0
98,2022-05-01,5,2022,3.8,-1.2309525242271022,0.0,0.0,0.0419224351322649,-0.0419224351322649,-0.08384487026453025,0.0,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234,-0.08384487026453025
99,2022-06-01,6,2022,3.6,-1.3147973944916322,-0.08384487026453002,0.0,0.0,0.0419224351322649,-0.0419224351322649,-0.08384487026453025,0.0,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991,-0.041922435132265234
100,2022-07-01,7,2022,3.5,-1.3567198296238974,-0.04192243513226512,-0.08384487026453002,0.0,0.0,0.0419224351322649,-0.0419224351322649,-0.08384487026453025,0.0,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345,-0.08384487026452991
101,2022-08-01,8,2022,3.6,-1.3147973944916322,0.04192243513226512,-0.04192243513226512,-0.08384487026453002,0.0,0.0,0.0419224351322649,-0.0419224351322649,-0.08384487026453025,0.0,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649,-0.041922435132265345
102,2022-09-01,9,2022,3.7,-1.2728749593593671,0.04192243513226512,0.04192243513226512,-0.04192243513226512,-0.08384487026453002,0.0,0.0,0.0419224351322649,-0.0419224351322649,-0.08384487026453025,0.0,-0.0419224351322649,-0.041922435132265345,-0.0419224351322649
103,2022-10-01,10,2022,3.7,-1.2728749593593671,0.0,0.04192243513226512,0.04192243513226512,-0.04192243513226512,-0.08384487026453002,0.0,0.0,0.0419224351322649,-0.0419224351322649,-0.08384487026453025,0.0,-0.0419224351322649,-0.041922435132265345
104,2022-11-01,11,2022,3.7,-1.2728749593593671,0.0,0.0,0.04192243513226512,0.04192243513226512,-0.04192243513226512,-0.08384487026453002,0.0,0.0,0.0419224351322649,-0.0419224351322649,-0.08384487026453025,0.0,-0.0419224351322649
105,2022-12-01,12,2022,3.7,-1.2728749593593671,0.0,0.0,0.0,0.04192243513226512,0.04192243513226512,-0.04192243513226512,-0.08384487026453002,0.0,0.0,0.0419224351322649,-0.0419224351322649,-0.08384487026453025,0.0
106,2023-01-01,1,2023,3.8,-1.2309525242271022,0.0419224351322649,0.0,0.0,0.0,0.04192243513226512,0.04192243513226512,-0.04192243513226512,-0.08384487026453002,0.0,0.0,0.0419224351322649,-0.0419224351322649,-0.08384487026453025
107,2023-02-01,2,2023,3.8,-1.2309525242271022,0.0,0.0419224351322649,0.0,0.0,0.0,0.04192243513226512,0.04192243513226512,-0.04192243513226512,-0.08384487026453002,0.0,0.0,0.0419224351322649,-0.0419224351322649
108,2023-03-01,3,2023,3.8,-1.2309525242271022,0.0,0.0,0.0419224351322649,0.0,0.0,0.0,0.04192243513226512,0.04192243513226512,-0.04192243513226512,-0.08384487026453002,0.0,0.0,0.0419224351322649
